,count,is_french
mille-fa,4,False
hi-hi-hi-hi,4,False
grandeza,4,False
choré,4,False
criquettent,4,False
teum-teum,4,False
pa-paw,4,False
pac,4,False
touch,4,False
skrrr,4,False
único,4,False
tahia,4,False
po-po-po-po-po-po-po,4,False
ris-pa,4,False
ke-sti,4,False
octris,4,False
ex-amis,4,False
ton-car,4,False
darwah,4,False
tallac,4,False
ngaties,4,False
nord-sud-est-ouest,4,False
soum,4,False
soixante-cinco,4,False
kichtar,4,False
ge-gor,4,False
mafé,4,False
foued,4,False
così,4,False
tou-tou-tou-tou-tou,4,False
boom-boom-boom,4,False
pak,4,False
sisi,4,False
fame,4,False
tani,4,False
care,4,False
té-c,4,False
sy,4,False
refou,4,False
shouldn,4,False
eli,4,False
scarifié,4,False
robocop,4,False
t-être,4,False
oid,4,False
waow,4,False
envolent,4,False
hefner,4,False
cocue,4,False
ubud,4,False
boomin,4,False
déso,4,False
rakta,4,False
zahef,4,False
rocky,4,False
zonz,4,False
jefe,4,False
era,4,False
_c'est,4,False
ktm,4,False
r'gardes,4,False
talkie,4,False
tchyco,4,False
pinpon,4,False
anelka,4,False
hugz,4,False
ciblé,4,False
ont-ont-ont,4,False
laylow,4,False
lokas,4,False
special,4,False
trav,4,False
traitres,4,False
r'garder,4,False
ban-ban-bang,4,False
sois-en,4,False
miloudzi,4,False
vis-lé,4,False
soss,4,False
kamelanc,4,False
té-mon,4,False
me-ar,4,False
bomayé,4,False
lf,4,False
bsahtek,4,False
dispo,4,False
kamelancien,4,False
can't,4,False
tefro,4,False
ssistes-gro,4,False
polia,4,False
ste-ve,4,False
leg,4,False
jusqu'ici,4,False
heey-ah,4,False
pé,4,False
pe-cli,4,False
rock'n'roll,4,False
rre-ve,4,False
yougo,4,False
pou-pou-pou,4,False
na-na-ni,4,False
hago,4,False
gav,4,False
dilapide,4,False
fuckin,4,False
sorry,4,False
zoula,4,False
zefor,4,False
little,4,False
quien,4,False
olalala,4,False
some,4,False
vis-ser,4,False
widow,4,False
homer,4,False
cello,4,False
away,4,False
xn,4,False
hennesy,4,False
wa,4,False
fute,4,False
sheesh,4,False
zk,4,False
bicraveur,4,False
yangu,4,False
pax,4,False
landy,4,False
their,4,False
snitchs,4,False
terminator,4,False
connaitre,4,False
quieres,4,False
gow,4,False
gée-char,4,False
ze-bla,4,False
elvis,4,False
plavons,4,False
f'ront,4,False
schlags,4,False
lalalalalère,4,False
zero,3,False
assoc,3,False
graille-aille-aille-aille-aille,3,False
d-mass,3,False
days,3,False
vréalité,3,False
starf,3,False
dеs,3,False
mondeo,3,False
pucca,3,False
pfiu,3,False
nessa,3,False
family,3,False
ouuh-ouuh,3,False
mtv,3,False
thonner,3,False
crackheads,3,False
pablito,3,False
snitch,3,False
nik,3,False
nhomme-bo,3,False
lines,3,False
totti,3,False
bosh,3,False
vibes,3,False
dep,3,False
ga-ga-gangsta,3,False
sanka,3,False
wide,3,False
nhar,3,False
dio-stu,3,False
frock,3,False
oulala,3,False
equipe,3,False
baqueux,3,False
wop,3,False
desde,3,False
cls,3,False
batman,3,False
dégouté,3,False
waw,3,False
taffent,3,False
son-mai,3,False
sin-cou,3,False
waouw,3,False
mala-la,3,False
oklm,3,False
balla-llade,3,False
po-po,3,False
léwé,3,False
sère,3,False
mané,3,False
camo,3,False
fraisou-ou,3,False
aka,3,False
check-in,3,False
ke-co,3,False
crimo,3,False
hundred,3,False
rappais,3,False
tarter,3,False
boogie,3,False
mami,3,False
bellagio,3,False
vm,3,False
srais,3,False
jafar,3,False
pé-pom,3,False
sharingan,3,False
mili,3,False
t-à-dire,3,False
ssiste-gro,3,False
pookies,3,False
p-j'pèse,3,False
che-lou,3,False
schlingue,3,False
wifa,3,False
refourgue,3,False
blacko,3,False
clicquot,3,False
sipi,3,False
ser,3,False
jnoun,3,False
tlf,3,False
touche-car,3,False
quattro,3,False
two,3,False
telling,3,False
letempsdupiano,3,False
cheb,3,False
badman,3,False
fonsdé,3,False
baccardi,3,False
geah,3,False
reusseu,3,False
haaan,3,False
saha,3,False
amo,3,False
dealeurs,3,False
cer-su,3,False
gta,3,False
naps,3,False
kizomba,3,False
me-sper,3,False
nothing,3,False
reus,3,False
touches-car,3,False
nwar,3,False
nords,3,False
ça-ça,3,False
en-lés-cu,3,False
garcimore,3,False
ruskov,3,False
nane-ba,3,False
jusqu'aujourd'hui,3,False
bout-out,3,False
en-bas,3,False
clandos,3,False
vegan,3,False
zlatan,3,False
pew,3,False
billaye,3,False
sicarios,3,False
zoulous,3,False
quettes-pla,3,False
gorée,3,False
eaz,3,False
yemma,3,False
izer,3,False
eleven,3,False
gimmicks,3,False
zgeg,3,False
nostra,3,False
muscu,3,False
beriz,3,False
flip,3,False
poukie,3,False
sei,3,False
re-roule,3,False
chest,3,False
zeler,3,False
pits,3,False
flouz,3,False
albator,3,False
fe-meu,3,False
pls,3,False
jobber,3,False
sinik,3,False
fimbu,3,False
riddim,3,False
beu-her,3,False
héroine,3,False
veuch,3,False
lyca,3,False
enjaille,3,False
té-cla,3,False
pe,3,False
j-lo,3,False
want,3,False
savastano,3,False
se-l'ai,3,False
gàv,3,False
más,3,False
yoo,3,False
shité,3,False
francais,3,False
anh,3,False
champs-elysées,3,False
rré-bou,3,False
backs,3,False
pe-stu,3,False
tools,3,False
meu,3,False
zbang,3,False
molo,3,False
límpido,3,False
she-boni,3,False
diam's,3,False
flockos,3,False
civ,3,False
corbeil,3,False
bouzi,3,False
mase,3,False
skyz,3,False
bads,3,False
used,3,False
labios,3,False
goleri,3,False
chui,3,False
parks,3,False
te-j,3,False
glasses,3,False
r'trouve,3,False
dis-lui,3,False
voglio,3,False
bugs,3,False
affut,3,False
iencli,3,False
kafé,3,False
die-ie-ie-ie,3,False
pink,3,False
opg,3,False
cé-per,3,False
tou-tou-tou,3,False
lope-sa,3,False
re-frès,3,False
rum,3,False
bling,3,False
engraine,3,False
bigflo,3,False
showbiz,3,False
eheh,3,False
tship,3,False
habiba,3,False
glk,3,False
yeah-yeah,3,False
hendrix,3,False
bpm,3,False
barbusse,3,False
vitaa,3,False
lawiss,3,False
followers,3,False
brrrra,3,False
aprem,3,False
benzema,3,False
bersa,3,False
stay,3,False
mahbouls,3,False
amnésia,3,False
tiaga,3,False
lères-ga,3,False
cavani,3,False
cools,3,False
khedma,3,False
controle,3,False
frío,3,False
te-sh,3,False
take,3,False
racketté,3,False
jr,3,False
chong,3,False
aznavour,3,False
rooftop,3,False
cochi,3,False
fe-bi,3,False
rappent,3,False
zinedine,3,False
raised,3,False
yung,3,False
habs,3,False
véto,3,False
zahma,3,False
gue-sh,3,False
diddi,3,False
pills,3,False
monkass,3,False
fiane-so,3,False
rule,3,False
hariba,3,False
nanania,3,False
barjos,3,False
végé,3,False
perqui,3,False
belvedere,3,False
clit,3,False
restos,3,False
mondéo,3,False
crenshaw,3,False
r'tard,3,False
voluptyk,3,False
teubs,3,False
iv-e,3,False
jarrive,3,False
meno,3,False
blanka,3,False
breitling,3,False
anniv,3,False
extinct,3,False
téci,3,False
choo,3,False
kpoint,3,False
than,3,False
tchou,3,False
militaire-taire,3,False
kery,3,False
ribéry,3,False
headshot,3,False
nicki,3,False
angels,3,False
hamdullah,3,False
nyc,3,False
vici,3,False
bsb,3,False
forem,3,False
rate-pi,3,False
skao,3,False
ready,3,False
copa,3,False
itachi,3,False
boyka,3,False
dadju,3,False
killa,3,False
panamera,3,False
moment-là,3,False
shen,3,False
streamer,3,False
deu-spi,3,False
skarfa,3,False
méme,3,False
tunisan,3,False
rha,3,False
palm,3,False
ages,3,False
dièse-trente-et-un-dièse,3,False
r'fait,3,False
hilton,3,False
pro-pro-professor,3,False
bicraves,3,False
re-sortir,3,False
boulard,3,False
teur-poin,3,False
hemi,3,False
yaro,3,False
snip,3,False
vi-ie,3,False
stringer,3,False
tèj,3,False
tcheker,3,False
pfff,3,False
bodyguard,3,False
camel,3,False
ago,3,False
pall,3,False
katrina,3,False
tb,3,False
mma,3,False
afres,3,False
zombifie,3,False
yqoulou,3,False
nizi,3,False
ptit,3,False
nas,3,False
traffic,3,False
hami,3,False
co'-co,3,False
o-dog,3,False
zikyenne,3,False
wifey,3,False
drah,3,False
gores,3,False
youth,3,False
ai-ai-ai-air,3,False
zeg,3,False
tfou,3,False
she-bonidas,3,False
d-spee,3,False
brah,3,False
per-pom,3,False
r'viendrai,3,False
ramos,3,False
ca-asse,3,False
gianni,3,False
fajr,3,False
untouchable,3,False
ches-po,3,False
donnant-donnant,3,False
zumba,3,False
ramène-les,3,False
niños,3,False
toka,3,False
her,3,False
fever,3,False
capri-sun,3,False
rhabat,3,False
wo-ouh-wo,3,False
nard-bé,3,False
load,3,False
aulnay-sous,3,False
sevran-beaudottes,3,False
bestie,3,False
tunisiano,3,False
gate,3,False
après-m,3,False
hahaha,3,False
vago,3,False
likent,3,False
phuket,3,False
yoyo,3,False
laouni,3,False
harley,3,False
simba,3,False
mouah,3,False
yahia,3,False
gab,3,False
raggasonic,3,False
cover,3,False
bunk,3,False
gueu,3,False
ris-kaa,3,False
khalis,3,False
bougnoules,3,False
orh,3,False
chan,3,False
gouté,3,False
tou-tou-tou-tou,3,False
niquait,3,False
restau,3,False
que-sa,3,False
hide,3,False
djeba,3,False
psss,3,False
bright,3,False
woh-oh-oh,3,False
parlu,3,False
dímelo,3,False
vacío,3,False
mwah,3,False
tes-po,3,False
rdv,3,False
pé-cou,3,False
hé-hé,3,False
nne-bo,3,False
poukies,3,False
zesau,3,False
kalaché,3,False
sanchez,3,False
po-po-po,3,False
choisy,3,False
kojak,3,False
aou,3,False
tié-pi,3,False
whip,3,False
sigo,3,False
kick-back,3,False
gelato,3,False
akm,3,False
tes-trai,3,False
tyson,3,False
tov,3,False
ml,3,False
еst,3,False
f'nêtre,3,False
five,3,False
quart-temps,3,False
bedo,3,False
non-coupables,3,False
sheboni,3,False
tiex,3,False
hornet,3,False
kool,3,False
larlar,3,False
lewandowski,3,False
comate,3,False
tsika,3,False
unh-unh,3,False
md,3,False
subaru,3,False
vréel,3,False
zemeh,3,False
obi-wan,3,False
pointe-à-pitre,3,False
enterre-terre,3,False
algé,3,False
ragga,3,False
reuss,3,False
ho-oh,3,False
kherdala,3,False
creed,3,False
startrek,3,False
schneks,3,False
occas,3,False
lyrically,3,False
gravon,3,False
screens,3,False
bag,3,False
guadajalara,3,False
rihanna,3,False
batcave,3,False
michtonne,3,False
mall,3,False
oyayayah,3,False
blood,3,False
jump,3,False
pesci,3,False
vres-lè,3,False
zemel,3,False
mere,3,False
shout,3,False
hola,3,False
siete,3,False
halliday,3,False
dis-leurs,3,False
bass,3,False
kadillac,3,False
chauff,3,False
rezidant,3,False
heaven,3,False
jsuis,3,False
comicos,3,False
tes-pu,3,False
refré,3,False
tigs,3,False
tell'ment,3,False
heh,3,False
petra,3,False
ciroc,3,False
red,3,False
foolek,3,False
ritz,3,False
oufs,3,False
ge-ra,3,False
yeuks,3,False
instrumentale,3,False
bomb,3,False
tchoïs,3,False
kors,3,False
daylight,3,False
benidorm,3,False
bank,3,False
garde-à-vue,3,False
vidi,3,False
meujs,3,False
fleek,3,False
tarpé,3,False
bonbecs,3,False
renderai,3,False
macan,3,False
ffe-spli,3,False
jay-z,3,False
pochetard,3,False
aulney-sous,3,False
kinder,3,False
sace,3,False
chop,3,False
boussa,3,False
shrab,3,False
che-bou,3,False
cances-va,3,False
fanta,3,False
alizée,3,False
rappé,3,False
daenerys,3,False
ble-ta,3,False
nessbeal,3,False
armstrong,3,False
niquée,3,False
sheubonidas,3,False
andale,3,False
brink's,3,False
madonna,3,False
flashs,3,False
bandeur,3,False
íntegro,3,False
g'noux,3,False
pocahontas,3,False
thos-my,3,False
has-been,3,False
talk,3,False
llars,3,False
déj,3,False
rr,3,False
sentía,3,False
aquí,3,False
enmerde,3,False
insha'allah,2,False
viento,2,False
fouine-la,2,False
akrapovitch,2,False
moves,2,False
räikkönen,2,False
re-frés,2,False
mendes,2,False
ppe-ra,2,False
starfoullah,2,False
v'nus,2,False
faccio,2,False
tarpés,2,False
ferrarisé,2,False
corazón,2,False
wougata,2,False
counia,2,False
flem,2,False
imessages,2,False
pauleta,2,False
hrnn,2,False
tards-pé,2,False
guttentag,2,False
orlinz,2,False
callé,2,False
rim'k,2,False
kishta,2,False
lance-pierre,2,False
cada,2,False
tiop,2,False
grappling,2,False
knife,2,False
reusta,2,False
flashback,2,False
press,2,False
orgemont,2,False
schumacher,2,False
kè,2,False
zitounes,2,False
grand-frère,2,False
radisson,2,False
loss-bo,2,False
hahahaha,2,False
rev'nir,2,False
imprè-è-ègne,2,False
mam,2,False
ref'rai,2,False
illasse-ca,2,False
malé,2,False
warriors,2,False
cho,2,False
roma,2,False
akra,2,False
puenta,2,False
lopez,2,False
meujes,2,False
raoult,2,False
niké,2,False
compton,2,False
ba-bah,2,False
rev'nu,2,False
lazer,2,False
frenchis,2,False
wife,2,False
omega,2,False
nmout,2,False
mes-fu,2,False
shabs,2,False
survête,2,False
whassup,2,False
bless,2,False
jvais,2,False
émiratis,2,False
daleux,2,False
grecquo-romaine,2,False
def,2,False
cinco,2,False
camino,2,False
tiako,2,False
vrette-le,2,False
pero,2,False
klan,2,False
ferragamo,2,False
tchaga,2,False
ne-tour,2,False
rc,2,False
_t'as,2,False
veo,2,False
evian,2,False
gringas,2,False
ntm,2,False
ouarzazate,2,False
facetime,2,False
waf,2,False
alisson,2,False
grillz,2,False
fonky,2,False
esss,2,False
tropez,2,False
leggo,2,False
fois-ci,2,False
pe-sli,2,False
power,2,False
ol,2,False
sté-pi,2,False
catine,2,False
sonhos,2,False
dech,2,False
hk,2,False
shinobi,2,False
mhd,2,False
kech,2,False
nera,2,False
fally,2,False
schmiture,2,False
sses-fé,2,False
fina,2,False
jouretna,2,False
mazel,2,False
méli,2,False
_ben-j,2,False
domenech,2,False
bi-ise,2,False
backeur,2,False
reh,2,False
panther,2,False
mhh,2,False
sistas,2,False
monkey,2,False
siste-gro,2,False
deum,2,False
diakité,2,False
suena,2,False
kahlouch,2,False
gaou,2,False
bratan,2,False
immisce,2,False
soke,2,False
bmf,2,False
gad,2,False
res-fré,2,False
crois-en,2,False
eco,2,False
cachetonné,2,False
delon,2,False
femeu,2,False
pavard,2,False
yeah-eh-eh,2,False
ter-mon,2,False
papé,2,False
skills,2,False
feu-kes,2,False
garre-ba,2,False
cie-e-el,2,False
tu-tu-tu-tu-tu-tu-tu,2,False
chenef,2,False
pez,2,False
brel,2,False
apl,2,False
comorienne,2,False
tre-mon,2,False
brelik,2,False
lé-par,2,False
ih,2,False
tartineur,2,False
kaiji,2,False
rompo-pom-pom-pom,2,False
kes-fli,2,False
bicar,2,False
salah,2,False
matter,2,False
tail-dé,2,False
goku,2,False
collabe,2,False
déchireurs,2,False
auto-portrait,2,False
lu'-lu,2,False
zincou,2,False
lifes,2,False
cartouchée,2,False
houdini,2,False
yencli,2,False
bests,2,False
fulham,2,False
ness-bi,2,False
boboch,2,False
il-li-cites,2,False
v'nez,2,False
brvmsoo,2,False
me-seu,2,False
splif,2,False
gomme-cogne,2,False
bums-al,2,False
sopalin,2,False
ieu-p,2,False
metou,2,False
understand,2,False
tho-my,2,False
cra-ri,2,False
haza,2,False
niqueront,2,False
sisste-gro,2,False
sax,2,False
e-rise,2,False
puterie,2,False
damsolitaire,2,False
rosemark,2,False
katsuni,2,False
dem,2,False
mothafuck,2,False
k-way,2,False
gonna,2,False
milano,2,False
saligo,2,False
golo,2,False
trom,2,False
se-bla,2,False
lloret,2,False
dobby,2,False
shinigami,2,False
oumar,2,False
ger-chan,2,False
mmh-mmh,2,False
state,2,False
fredo,2,False
rpg,2,False
fliqué,2,False
llamas,2,False
eto,2,False
ke-skun,2,False
hnine,2,False
akhi,2,False
jab,2,False
frique,2,False
jacteurs,2,False
wallen,2,False
luynes,2,False
arh,2,False
maëva,2,False
ah-ha,2,False
sd,2,False
ohlala,2,False
fenzo,2,False
salamèche,2,False
tchoc,2,False
shkeguegang,2,False
queda,2,False
follasse,2,False
llot,2,False
zulu,2,False
macdo,2,False
kaïô-ken,2,False
sse-go,2,False
gaff,2,False
pop-pop-pop-pop,2,False
tard-mi,2,False
lancel,2,False
beta-rogers-alpha-zebra,2,False
va-t'en,2,False
africain-soviétique,2,False
korozifu,2,False
bails-ail-ail-ail-ail,2,False
parebrises,2,False
fwékentasiyon,2,False
deals,2,False
me-cri,2,False
janaza,2,False
zguègue,2,False
lleurs-mei,2,False
r-o,2,False
richie,2,False
ardisson,2,False
tig,2,False
ommok,2,False
bite'zer,2,False
ese,2,False
khomri,2,False
cassos,2,False
ayem,2,False
kahba,2,False
leur-dea,2,False
flexin,2,False
motherfuckers,2,False
_qui,2,False
pek,2,False
silencio,2,False
suçe,2,False
amada,2,False
mí,2,False
ble-dia,2,False
a-k-,2,False
marsiglia,2,False
ceaux-mor,2,False
guiziouzou,2,False
homme-là,2,False
chucky,2,False
bédavent,2,False
busy,2,False
lorsqu'ils,2,False
douah,2,False
tomtom,2,False
nashave,2,False
meth,2,False
kestyon,2,False
bucket,2,False
roulе,2,False
hram,2,False
zique,2,False
scénar,2,False
dendé,2,False
connes,2,False
cliquos,2,False
heenok,2,False
them,2,False
then,2,False
collabos,2,False
lardus,2,False
fes-meu,2,False
jong-un,2,False
zeleman,2,False
django,2,False
deble,2,False
scud,2,False
abreu,2,False
ne-hai,2,False
zehma,2,False
america,2,False
préfèrais,2,False
soolking,2,False
gtr,2,False
kaká,2,False
reu-sta,2,False
sdm,2,False
rre-vé,2,False
cocard,2,False
buisness,2,False
pcs,2,False
deezer,2,False
dime,2,False
srabs,2,False
koka,2,False
hacer,2,False
bipe,2,False
gent-gent,2,False
cling,2,False
khabib,2,False
barlous,2,False
jonah,2,False
jt,2,False
gum,2,False
ah-ah-eh,2,False
wiikit,2,False
guardia,2,False
beida,2,False
trer-ren,2,False
umbrella,2,False
sept-huit,2,False
drift,2,False
ruff,2,False
farruko,2,False
means,2,False
dunk,2,False
crimi,2,False
shut,2,False
r'tournera,2,False
bour,2,False
closer,2,False
waï,2,False
allo,2,False
lds,2,False
hehehe,2,False
to-to-totalement,2,False
tals,2,False
mangiare,2,False
enchainé,2,False
pouèt,2,False
iam,2,False
katchou,2,False
stanfield,2,False
raps,2,False
à-ce,2,False
ella,2,False
bougs,2,False
disc,2,False
belhani,2,False
hеy,2,False
gotham,2,False
primark,2,False
lampe-torche,2,False
pouchka,2,False
paah,2,False
tolards,2,False
imma,2,False
nekfeu,2,False
eazy-e,2,False
lepen,2,False
rla,2,False
diop,2,False
tu-ba,2,False
kherba,2,False
benjay,2,False
chivas,2,False
dong,2,False
captain,2,False
rép,2,False
cr-r-r,2,False
mero,2,False
assos,2,False
là-là,2,False
nero,2,False
tox,2,False
fimbi,2,False
manolo,2,False
r'vu,2,False
spike,2,False
pj,2,False
popopop,2,False
r'faire,2,False
jetski,2,False
wouf,2,False
veuchs,2,False
dimeh,2,False
mifa,2,False
nude,2,False
mirada,2,False
pitt,2,False
tos,2,False
pare-balle,2,False
k-k-k-o-f-s,2,False
adan,2,False
dam-dam,2,False
infinito,2,False
'david,2,False
cone,2,False
housni,2,False
faubourg-saint-honoré,2,False
racailleux,2,False
o-de-o-de-o,2,False
chourav,2,False
aaah,2,False
cop,2,False
ouh-oh,2,False
i-i,2,False
akrapovič,2,False
habibti,2,False
galèrent,2,False
gue-guerre,2,False
skeuds,2,False
seizes,2,False
sappé,2,False
peu-fra,2,False
'elle,2,False
craquante,2,False
loka,2,False
ébola,2,False
pimp,2,False
duc'zer,2,False
hassoul,2,False
éj,2,False
philly,2,False
heartbreak,2,False
bois-d'arcy,2,False
naza,2,False
phillip,2,False
monopoly,2,False
sauer,2,False
permi,2,False
tsr,2,False
ché-ca,2,False
mogo,2,False
account,2,False
crf,2,False
dexter,2,False
pucelles,2,False
leur-di,2,False
town,2,False
keums,2,False
tengo,2,False
to-ph,2,False
madjer,2,False
té-gra,2,False
waiting,2,False
tchek-tchek,2,False
repeat,2,False
where,2,False
meres,2,False
malia,2,False
yonea-willy,2,False
northface,2,False
sleep,2,False
tarmi,2,False
pochton,2,False
cest,2,False
cazzo,2,False
doumam,2,False
yeah-eah,2,False
cobain,2,False
r'penses,2,False
psch,2,False
anti-flics,2,False
gente,2,False
écœuré,2,False
lilles,2,False
pè-è-ère,2,False
elysée,2,False
momma,2,False
schmit,2,False
pt'être,2,False
menottées,2,False
r'connais,2,False
saoulard,2,False
peito,2,False
non-dits,2,False
thevie,2,False
dawa,2,False
dijo,2,False
eh-eh-eh,2,False
dev,2,False
uh-hum,2,False
longwa,2,False
pes-stu,2,False
geush,2,False
r'gardant,2,False
souv'nir,2,False
teum,2,False
casse-leur,2,False
reup,2,False
system,2,False
reconnois,2,False
willy-yonea,2,False
bakhaw,2,False
coast,2,False
make,2,False
re-ga,2,False
numero,2,False
our,2,False
biatchs,2,False
ller-gri,2,False
zerma,2,False
reurti,2,False
ronaldo,2,False
écroule,2,False
sseufs,2,False
whew,2,False
mendy,2,False
thehashclique,2,False
amore,2,False
soninké,2,False
movement,2,False
sins-cou,2,False
kanye,2,False
fraiche,2,False
nazes,2,False
kassim,2,False
redbull,2,False
kamu,2,False
adiós,2,False
te-boi,2,False
better,2,False
paparazzis,2,False
ll,2,False
tellin,2,False
beckham,2,False
hold-ups,2,False
clic-clic,2,False
queur,2,False
tafioles,2,False
cer-per,2,False
né-co,2,False
bolso,2,False
lé-lé-lé,2,False
taz,2,False
pim-pon,2,False
lopes-sa,2,False
branleurs,2,False
bdh,2,False
echo,2,False
chiro,2,False
collec,2,False
tits-peu,2,False
becs-bon,2,False
hummer,2,False
vapoté,2,False
mi-homme,2,False
ke-ni,2,False
iliens,2,False
ceau-mor,2,False
hallam,2,False
falcao,2,False
ching,2,False
sip,2,False
gti,2,False
am,2,False
chard-clô,2,False
champtier,2,False
st-denis,2,False
bir,2,False
r'ssemble,2,False
castellane,2,False
tarterêts,2,False
piché,2,False
mobile-home,2,False
zyed,2,False
sherko,2,False
pes-sa,2,False
high-kick,2,False
préfèrerais,2,False
escucho,2,False
maradona,2,False
quick,2,False
prétoir,2,False
khaleesi,2,False
aaaah,2,False
whatsapp,2,False
beuer,2,False
encules,2,False
brulé,2,False
aleur,2,False
ronne-da,2,False
bk,2,False
nibards,2,False
assedic,2,False
puff,2,False
condéss,2,False
gangstas,2,False
tcherno,2,False
aprèm,2,False
catastrohff,2,False
elton,2,False
odo,2,False
hassanates,2,False
cardi,2,False
gainz,2,False
f'nêtres,2,False
cellophanés,2,False
dégoutes,2,False
heya,2,False
tally,2,False
dalle-dalle,2,False
cardio,2,False
rodé-rodéo,2,False
galèré,2,False
mwana,2,False
unga,2,False
koké,2,False
trainais,2,False
cortez,2,False
schlasser,2,False
khouya,2,False
capri,2,False
crados,2,False
kbis,2,False
yous-voi,2,False
blunts,2,False
tagnes,2,False
indies,2,False
me-da,2,False
youss,2,False
les-è,2,False
heezy,2,False
épinay,2,False
one-two,2,False
capuchés,2,False
yen-yen,2,False
brinks,2,False
résonneur,2,False
essa,2,False
jong,2,False
pix,2,False
luch,2,False
répu,2,False
snk,2,False
tropico,2,False
ios,2,False
rampampampam,2,False
freeze,2,False
street'zer,2,False
liga,2,False
rolling,2,False
boulouloubi,2,False
sexion,2,False
cher-mar,2,False
hardcores,2,False
fel,2,False
vél,2,False
dédicasse,2,False
sì,2,False
ami-ami,2,False
la-la-la-la,2,False
enn'mis,2,False
demande-leur,2,False
re-te-te,2,False
dev'nue,2,False
arenas,2,False
wealstarr,2,False
ffre-co,2,False
playa,2,False
mecton,2,False
frero,2,False
pop-pop,2,False
fazer,2,False
r'trouvera,2,False
car-jack,2,False
laâbad,2,False
ra-ra,2,False
berlingo,2,False
vidéo-club,2,False
sassou-nguesso,2,False
kiri,2,False
mani,2,False
mе,2,False
hoy,2,False
moncler,2,False
ragnagna,2,False
cro,2,False
ué,2,False
tu-tu-tu-tu-tu-tu,2,False
que-tru,2,False
cheech,2,False
e-bay,2,False
biggy,2,False
mechwi,2,False
skyrock,2,False
turfu,2,False
skyler,2,False
hara,2,False
co-co,2,False
roosendaal,2,False
i'm-i'm-i'm-i'm,2,False
garettes-ci,2,False
ptite,2,False
mobb,2,False
capitol,2,False
re-mé,2,False
av'nir,2,False
mamma,2,False
numbers,2,False
new-york,2,False
boat,2,False
ish,2,False
aviv,2,False
chiller,2,False
ce-fran,2,False
diallo,2,False
li-li,2,False
meek,2,False
woun,2,False
gigi,2,False
perfect,2,False
oli,2,False
souv,2,False
escucha,2,False
bayern,2,False
paranoie,2,False
tarpins,2,False
bédos,2,False
stoc-ma,2,False
stream,2,False
stoper,2,False
rattes,2,False
boums,2,False
skaters,2,False
carlton,2,False
air-bel,2,False
gomis,2,False
shnouf,2,False
quat,2,False
llegaste,2,False
si-sidigo,2,False
allegri,2,False
ej,2,False
ro-ro,2,False
shmit,2,False
couillé,2,False
pû,2,False
done,2,False
rise,2,False
yomb,2,False
tra-ace,2,False
jnouné,2,False
hero,2,False
beurettes,2,False
flashballs,2,False
bouna,2,False
brothers,2,False
dartagnan,2,False
engrainé,2,False
award,2,False
raw,2,False
leave,2,False
incensé,2,False
foirée,2,False
oires,2,False
ahh,2,False
rudynovski,2,False
enchainent,2,False
hu,2,False
lacrizeotiek,2,False
krilin,2,False
konami,2,False
p'têtre,2,False
surement,2,False
sprite,2,False
timal,2,False
pico,2,False
shelby,2,False
tion,2,False
khenés,2,False
valyrien,2,False
frilleux,2,False
aty,2,False
lesram,2,False
kings,2,False
rer-pleu,2,False
brrrr,2,False
jamaïca,2,False
moonwalk,2,False
reaction,2,False
wolverine,2,False
worldwide,2,False
âal,2,False
tchikita,2,False
pancani,2,False
balo,2,False
así,2,False
padre,2,False
carna,2,False
punchlines,2,False
fire,2,False
zer-mi,2,False
fois-alpha,2,False
keh,2,False
steaker,2,False
fu,2,False
p'louse,2,False
jean's,2,False
crazy,2,False
géné,2,False
stard-co,2,False
lachaise,2,False
wanna,2,False
lock,2,False
touré,2,False
crib,2,False
nass,2,False
tacchini,2,False
das,2,False
klaouis,2,False
r'connait,2,False
taros,2,False
sahbi,2,False
f'ras,2,False
blackos,2,False
r'connaître,2,False
rabza,2,False
bamba,2,False
grem's,2,False
coste-la,2,False
negros,2,False
ven,2,False
scar-la,2,False
krueger,2,False
couille'zer,2,False
delorean,2,False
rich,2,False
que-cra,2,False
flaag,2,False
nèg'marrons,2,False
hermano,2,False
pálpito,2,False
hidden,2,False
checkes,2,False
fé,2,False
malette,2,False
ce-pu,2,False
blédards,2,False
ouh-ouuh,2,False
kahwa,2,False
chich,2,False
papaya,2,False
senegalo,2,False
cile-fa,2,False
tu-tu,2,False
opresse,2,False
bbm,2,False
arena,2,False
falche,2,False
mouss,2,False
hotmail,2,False
taille-dé,2,False
winehouse,2,False
anti-shmeta,2,False
cerruti,2,False
tes-traî,2,False
ches-lou,2,False
bezbar,2,False
dojoklan,2,False
cauet,2,False
rettes-ba,2,False
niqués,2,False
r'trouver,2,False
ying,2,False
puisqu'ils,2,False
tails-dé,2,False
hehe,2,False
brb,2,False
absolut,2,False
she-bo,2,False
ripro,2,False
couchers,2,False
aud-ch,2,False
méne,2,False
querer,2,False
rollie,2,False
checker,2,False
b'soins,2,False
pule-cra,2,False
bois-d'ar,2,False
balons,2,False
niska,2,False
test-test,2,False
queso,2,False
té-plan,2,False
tai-ai-aine,2,False
mange-pierres,2,False
еt,2,False
och,2,False
escort,2,False
ganks,2,False
auber,2,False
too-too-too-too,2,False
bi-couleur,2,False
itt,2,False
zeil,2,False
cke-bla,2,False
bueno,2,False
a-as,2,False
peps,2,False
zampa,2,False
nachav,2,False
kes-sti,2,False
damn,2,False
