,count,is_french
traphouse,2,False
assim,2,False
quite,2,False
roc-ma,2,False
mahlich,2,False
farhan,2,False
gaviria,2,False
gli,2,False
bastons,2,False
regoûter,2,False
nda,2,False
you-voi,2,False
jе,2,False
dèch,2,False
gritar,2,False
digdat,2,False
oregamasu,2,False
bé-bar,2,False
enfuit,2,False
teuteu,2,False
v-esqui,2,False
conforama,2,False
she-fla,2,False
menzo,2,False
ratata,2,False
zoulette,2,False
rrains-te,2,False
motorola,2,False
shmitts,2,False
wlidi,2,False
che-ri,2,False
quoiqu'il,2,False
wellaw,2,False
pernel,2,False
pyro,2,False
false,2,False
fi-iche,2,False
braah,2,False
beaudottes,2,False
zebla,2,False
barode,2,False
traine'zer,2,False
fé-ca,2,False
re-mè,2,False
credimi,2,False
tahanes,2,False
bel-air,2,False
oooh,2,False
r'cadrer,2,False
douha,2,False
ché-la,2,False
ehe,2,False
momo,2,False
draco,2,False
ang-s,2,False
bracos,2,False
hesses,2,False
jvous,2,False
triplenbeat,2,False
hater,2,False
che-blan,2,False
give,2,False
sya,2,False
desse,2,False
mcnulty,2,False
follo-o-ow,2,False
tão,2,False
exo,2,False
enchaine,2,False
lorsqu'il,2,False
oui-oui,2,False
obé,2,False
barbar,2,False
lune-e-e,2,False
panenka,2,False
peu-ra,2,False
yé,2,False
keu-sse,2,False
timent-bâ,2,False
val-ca,2,False
loko,2,False
fafa,2,False
rajels,2,False
azzedine,2,False
keys,2,False
pe-sa,2,False
bn,2,False
amnés,2,False
llés-gri,2,False
kech-marra,2,False
laounizi,2,False
destock,2,False
bébar,2,False
bruel,2,False
freestylais,2,False
tsou-tsou,2,False
epoque,2,False
luck,2,False
steuplaît,2,False
te-je,2,False
niño,2,False
bat-bat,2,False
siri,2,False
poulos,2,False
haine'zer,2,False
submariner,2,False
represente,2,False
ssion,2,False
lacrizeomicmec,2,False
ohh,2,False
zèb,2,False
coulibaly,2,False
qalf,2,False
playmobil,2,False
fafs,2,False
mer-dier,2,False
sirili-woh-woh-woh,2,False
partner,2,False
pitax,2,False
raffler,2,False
fakher,2,False
fare,2,False
pepsi,2,False
sbir,2,False
valide-lide-lide,2,False
frôlage,2,False
nutella,2,False
english,2,False
pah-pah,2,False
krr-krr,2,False
scret-di,2,False
gomorra,2,False
who,2,False
jj,2,False
putin,2,False
neuf-trois-six,2,False
acadian,2,False
caminho,2,False
casté,2,False
terma,2,False
veux-ch,2,False
foncedé,2,False
freakey,2,False
jack-da,2,False
hulk,2,False
gole-ri,2,False
koffi,2,False
gle,2,False
parigo,2,False
dabs,2,False
calbut,2,False
fack,2,False
claro,2,False
gari,2,False
old,2,False
tiers-quar,2,False
vinc,2,False
fake,2,False
pump,2,False
xavi,2,False
désœuvrés,2,False
pha,2,False
mére,2,False
wild,2,False
bavon,2,False
spaggiari,2,False
mendors,2,False
médellin,2,False
rac,2,False
bicraver,2,False
co,2,False
djazair,2,False
inarrêtables,2,False
nico,2,False
cazalisé,2,False
enfouraillé,2,False
lobotomise,2,False
oula,2,False
me-crè,2,False
poi,2,False
hatem,2,False
oggi,2,False
jusqu'où,2,False
dabbent,2,False
té-comp,2,False
pèt,2,False
krr,2,False
myriame,2,False
empêchons-les,2,False
aket,2,False
pra,2,False
mexicana,2,False
mboka,2,False
rain-te,2,False
buscemi,2,False
amigos,2,False
dwog,2,False
fuentes,2,False
physio,2,False
casper,2,False
aubameyang,2,False
xo,2,False
ayer,2,False
freestylé,2,False
twinsmatic,2,False
rozay,2,False
est-à-dire,2,False
téce,2,False
ennnnnn,2,False
gaming,2,False
bikows,2,False
crikk,2,False
est-ce-que,2,False
havana,2,False
fon-fonky,2,False
chard-clo,2,False
dè,2,False
whippin,2,False
krisy,2,False
bezzaf,2,False
oohh,2,False
katsumi,2,False
riquet,2,False
lyriciste,2,False
oin-j,2,False
tcheba,2,False
blowjob,2,False
parc'qu'on,2,False
houma,2,False
plainter,2,False
que-ban,2,False
khlass,2,False
gon,2,False
beyoncé,2,False
woula,2,False
débrief,2,False
darone,2,False
dosseh,2,False
alaprod,2,False
barjots,2,False
pattaya,2,False
pancho,2,False
floqué,2,False
te-car,2,False
tipeu,2,False
chose-quel,2,False
gwada,2,False
bra-bra,2,False
weekend,2,False
fè,2,False
dende,2,False
drizzy,2,False
bugue,2,False
te-shmi,2,False
cantat,2,False
ysos,2,False
cains-ri,2,False
llegué,2,False
predichi,2,False
seleção,2,False
mamaille,2,False
riley,2,False
tte,2,False
tonight,2,False
gillette,2,False
ahhh,2,False
poudlard,2,False
habibi,2,False
tiek's,2,False
ribera,2,False
guizi,2,False
yester,2,False
suis-is-is,2,False
boujee,2,False
hella-la-la-la,2,False
pédo,2,False
geezee,2,False
gold,2,False
khamem,2,False
mj,2,False
tikka,2,False
rottes-ca,2,False
burlington,2,False
ba-bang-bang,2,False
believe,2,False
blanche-neige,2,False
marave,2,False
chapo,2,False
niggaz,2,False
nao,2,False
shnek,2,False
quil,2,False
kheye,2,False
peket,2,False
ahhhh,2,False
barettes,2,False
bisso,2,False
boubakar,2,False
fuiste,2,False
ti-pe,2,False
jis,2,False
o'clock,2,False
qataris,2,False
eh-eh,2,False
péra,2,False
ef,2,False
ghennam,2,False
tizi,2,False
vé-her,2,False
enquille,2,False
lamotta,1,False
un'entrata,1,False
main-d,1,False
mermoz,1,False
snom,1,False
yey,1,False
assierai,1,False
danzo,1,False
metier,1,False
ru-rupture,1,False
masseria,1,False
resentiments,1,False
non-coupable,1,False
fouin,1,False
swag'zer,1,False
tis-gra,1,False
donnes-leur,1,False
jamaâ,1,False
r'tenu,1,False
chagasse,1,False
jnouner,1,False
mitar,1,False
aquel,1,False
cistes-ra,1,False
babylon,1,False
cesslard,1,False
baton,1,False
lugar,1,False
visserr,1,False
horse,1,False
apens,1,False
grww,1,False
pepes,1,False
anxiolytiques,1,False
batir,1,False
ooh,1,False
tann,1,False
tchok,1,False
tou-rou-tou-tou,1,False
autotuné,1,False
pschit,1,False
whats'app,1,False
écroula,1,False
chanteloup,1,False
tmeucha,1,False
oeurs,1,False
boudoum,1,False
performe,1,False
pala-la-lace,1,False
bés-chtar,1,False
teu-cha,1,False
pseudos,1,False
aarrhouu,1,False
kournikova,1,False
mi-menace,1,False
sangoku,1,False
reichmann,1,False
maillent,1,False
gorilla,1,False
antarès,1,False
prone,1,False
esceus,1,False
jemma,1,False
its,1,False
sangcho,1,False
man's,1,False
roddy,1,False
pe-cou,1,False
tromatiz,1,False
zedia,1,False
twapplife,1,False
o'rosko,1,False
lé-rou,1,False
ziou,1,False
callate,1,False
lasciala,1,False
rgt,1,False
bha,1,False
estou,1,False
aires-ffa,1,False
posizione,1,False
armi,1,False
koxie,1,False
cochin,1,False
ssier-do,1,False
keta,1,False
deteni'o,1,False
cher-cou,1,False
sage-vi,1,False
boulehyette,1,False
canicula,1,False
rate-pis,1,False
nhel,1,False
choque-les,1,False
molement,1,False
snoopy,1,False
grrra,1,False
challah,1,False
baka,1,False
raffy,1,False
riеn,1,False
babtous,1,False
bone,1,False
pikos,1,False
slaik,1,False
a-r,1,False
pulam,1,False
true,1,False
peco,1,False
stilday,1,False
babord,1,False
tchiki-flow,1,False
adecco,1,False
yaghdrou,1,False
déscolarisé,1,False
brrràah,1,False
fonsdale,1,False
paquito,1,False
mfaut,1,False
bzezel,1,False
cppn,1,False
lartiste,1,False
deslizándose,1,False
po-po-pah,1,False
home-studio,1,False
pare-choc,1,False
voy,1,False
jemaa,1,False
febreze,1,False
nace-me,1,False
makhlouf,1,False
osi,1,False
soule,1,False
windy,1,False
dilapides,1,False
pinkett,1,False
zonzs,1,False
los-sa,1,False
baing,1,False
lebledi,1,False
anti-dopage,1,False
algeciras,1,False
tie-quar,1,False
ilie,1,False
sisste-gros,1,False
teurm,1,False
kofal,1,False
glosse,1,False
hamidou,1,False
pour-cents,1,False
bah-bah-bah,1,False
bolé,1,False
hassas,1,False
bst,1,False
perquise,1,False
nnes-chie,1,False
ke,1,False
pine-co,1,False
fonky-tacchinni,1,False
fouteurs,1,False
pffffff,1,False
nix,1,False
giros,1,False
braza,1,False
pera,1,False
blakos,1,False
ldo,1,False
blacki,1,False
machés,1,False
cromé,1,False
losses,1,False
quoiqu'tu,1,False
mahboule,1,False
meals,1,False
c-lo,1,False
osеille,1,False
oigt-d,1,False
yihoud,1,False
alamos,1,False
row,1,False
saluteé,1,False
téléporté,1,False
vers'ras,1,False
nasri,1,False
ille-cou,1,False
kifesh,1,False
clack,1,False
déboîte-boîte,1,False
ama,1,False
mesmo,1,False
cuillière,1,False
alive,1,False
suede,1,False
candeloro,1,False
zeille,1,False
rappait,1,False
be-jan,1,False
que-tro,1,False
aff,1,False
bétonneurs,1,False
reubeus,1,False
sosé,1,False
motherfucking,1,False
malagangx,1,False
lakhdar,1,False
pépélé,1,False
interior,1,False
notorious,1,False
iep,1,False
bresom,1,False
casin,1,False
montanda,1,False
maybe,1,False
kunta,1,False
misié,1,False
ki-kilos,1,False
ble-câ,1,False
wig,1,False
favor,1,False
conau,1,False
rassu-ssure,1,False
nosotros,1,False
empégué,1,False
jet-pro,1,False
esco,1,False
psht,1,False
boum-boum,1,False
marrave,1,False
deseo,1,False
perqui-ise,1,False
dombolo,1,False
juvisy,1,False
prom'nade,1,False
sandero,1,False
boul-dé,1,False
diams,1,False
flash-backs,1,False
lumumba,1,False
deriiere,1,False
еn,1,False
parresse,1,False
niafous,1,False
féri,1,False
qahrouni,1,False
tasaba,1,False
genda,1,False
frosties,1,False
bafa,1,False
poupou,1,False
néo-type,1,False
hannout,1,False
tize,1,False
mls,1,False
plazza,1,False
alonz,1,False
flooow,1,False
orager,1,False
poliakov,1,False
tairas-pages,1,False
mam's,1,False
wella,1,False
dévierge,1,False
stock-ma,1,False
xzibit,1,False
oublie-les,1,False
_je,1,False
niquel,1,False
gardes-champêtre,1,False
te-trai,1,False
madam's,1,False
khaf,1,False
stupé,1,False
reu-seu,1,False
frais-vallon,1,False
yakuzas,1,False
testarossa,1,False
bzezouls,1,False
zeu-di,1,False
nara,1,False
evidemment,1,False
whoa,1,False
arrah,1,False
abdelhamid,1,False
toxic,1,False
bagay,1,False
paredes,1,False
saint-ouen-l'aumône,1,False
que-clo,1,False
saint-anne,1,False
hennessy-y,1,False
bissap,1,False
oj,1,False
pilone,1,False
intellos,1,False
désaouler,1,False
ge-ge-geo,1,False
stanno,1,False
fleugeurs,1,False
ouzbèques,1,False
scharkle,1,False
sayonara,1,False
téléporte,1,False
di-ise,1,False
sheva,1,False
giuro,1,False
leaker,1,False
nogent,1,False
koma,1,False
ventillo,1,False
chéka,1,False
stitch,1,False
jusq,1,False
simul,1,False
clipés,1,False
dég,1,False
breit,1,False
puisqu'il,1,False
abime,1,False
pidaras,1,False
quatro,1,False
ch'pa,1,False
recolecta,1,False
ffe-bi,1,False
quer-ni,1,False
lalanne,1,False
zb,1,False
vlg,1,False
kaïo,1,False
gire,1,False
bum-al,1,False
deuboukéhi,1,False
féérique,1,False
yhrek,1,False
kanté,1,False
aaassse,1,False
lеs,1,False
bountykiller,1,False
marmeler,1,False
unfazzed,1,False
vhr,1,False
_et,1,False
diabaté,1,False
neuf-millimétré,1,False
khwati,1,False
abiment,1,False
porcinet,1,False
hai,1,False
moika,1,False
sangc'est,1,False
b-a-c,1,False
nemo,1,False
seums,1,False
sarkoz,1,False
trei,1,False
bokwala,1,False
barj,1,False
dassin,1,False
wech,1,False
chiama,1,False
violencia,1,False
roque-que-quette,1,False
banania,1,False
tracе,1,False
zentend,1,False
gaba-woah,1,False
kuda,1,False
i'll,1,False
ange-gardien,1,False
bédaves,1,False
pío,1,False
neskrou,1,False
bin-bin-bin-bin-bin-bin-binks,1,False
insé-séparables,1,False
tel-l'hô,1,False
ghenda,1,False
ba-bang,1,False
conoce,1,False
mallonge,1,False
baltringué,1,False
hiers,1,False
ranno,1,False
gisants,1,False
blade,1,False
fuire,1,False
effica-ace,1,False
mh,1,False
arki,1,False
ness-bui,1,False
lg,1,False
comoriens,1,False
keskon,1,False
ra-ta-ta,1,False
siembra,1,False
knight,1,False
pro-rebeu,1,False
te-sui,1,False
entraine,1,False
peoples,1,False
nosy,1,False
fdp,1,False
khanzette,1,False
reviennеnt,1,False
r'gardent,1,False
lomsou,1,False
té-fri,1,False
trovo,1,False
tye,1,False
ptits,1,False
schlinguait,1,False
pakave,1,False
blinders,1,False
bounia,1,False
amady,1,False
toza,1,False
gwo,1,False
mademo,1,False
chir-ba,1,False
narco-trafic,1,False
tartin,1,False
boucif,1,False
barely,1,False
e-mails,1,False
nazee,1,False
accé,1,False
mortal,1,False
poder,1,False
raloucha,1,False
tchika,1,False
tasspé,1,False
maghnia,1,False
tea,1,False
apès,1,False
hlass,1,False
sensas,1,False
broliquées,1,False
assomant,1,False
illet-b,1,False
è-ç,1,False
clooney,1,False
chhhhhh,1,False
pointu-r,1,False
skuurt,1,False
tchou'y,1,False
melodyne,1,False
salvatrucha,1,False
re-shtas,1,False
fati,1,False
predator,1,False
schwarzenegger,1,False
dealais,1,False
ayayaya,1,False
broskis,1,False
krikaliof,1,False
ébeniste,1,False
siamo,1,False
cke-schnè,1,False
ahi,1,False
aplé,1,False
kryptonite,1,False
profundo,1,False
limbo,1,False
wann,1,False
gucc,1,False
flêche,1,False
igos,1,False
djalil,1,False
vie-ser,1,False
rrain-woah,1,False
star-système,1,False
piqure,1,False
kr-kr,1,False
celebre,1,False
exo-équipement,1,False
côtard,1,False
égui-ise,1,False
baaaaaaail,1,False
que-ba,1,False
connaitras,1,False
vra,1,False
paris-marseille,1,False
bwoy,1,False
sagna,1,False
hate,1,False
patapoum,1,False
guests,1,False
bisou-bisou,1,False
rowjay,1,False
hamdouli'allah,1,False
blé-trem,1,False
stash,1,False
iw,1,False
esto,1,False
pokora,1,False
mer-fu,1,False
djampe,1,False
jénial,1,False
inale,1,False
akli,1,False
kendy,1,False
by-bye,1,False
quedas,1,False
rodriguez,1,False
légumiser,1,False
kinté,1,False
bezef,1,False
pagny,1,False
gre-nè,1,False
rp,1,False
dogg,1,False
bien-com,1,False
f'sant,1,False
zga,1,False
bugattiser,1,False
sito,1,False
moulos,1,False
sidiko,1,False
impero,1,False
chocolope,1,False
contenaire,1,False
quillent,1,False
_l'excès,1,False
lévêque,1,False
lindos,1,False
bandito,1,False
mitigieux,1,False
picky,1,False
enculais,1,False
diablo,1,False
re-sonner,1,False
hêy,1,False
konèt,1,False
cumplir,1,False
ç'me,1,False
ge-pla,1,False
ierté,1,False
cyber-levrette,1,False
ladj,1,False
juve,1,False
ke-shné,1,False
cristaline,1,False
gringa,1,False
dehmo,1,False
liza,1,False
penélope,1,False
lles-cou,1,False
città,1,False
metrrai,1,False
i-igo,1,False
ly,1,False
strawberry,1,False
livin,1,False
liké,1,False
brigante,1,False
wenger,1,False
oko,1,False
juarez,1,False
goûte-dé,1,False
marlich,1,False
campare,1,False
kap'z,1,False
kärcher,1,False
jpourrais,1,False
riquelme,1,False
ç'n'a,1,False
right-right-right,1,False
phaal,1,False
digas,1,False
vicks,1,False
lavezzi,1,False
galérait,1,False
bas-monde,1,False
ber-flam,1,False
tralalalalère,1,False
weston,1,False
ladydiana,1,False
pollos,1,False
ké-ni,1,False
amoncèlent,1,False
hadju,1,False
scope,1,False
naki,1,False
sehour,1,False
floutera,1,False
belleck,1,False
tchops,1,False
falsch,1,False
ne-scè,1,False
shlassé,1,False
ojos,1,False
checké,1,False
traje,1,False
esquecido,1,False
rainier,1,False
femen,1,False
busta,1,False
palermo,1,False
manmaw,1,False
еmbêter,1,False
lantou'y,1,False
ma-néci,1,False
bite'zère,1,False
ova,1,False
demar,1,False
années-lumières,1,False
télécom,1,False
pockets,1,False
raquetter,1,False
ohohoh,1,False
elle-elle,1,False
briqui,1,False
rahmou,1,False
tempah,1,False
forza,1,False
dani,1,False
mboko,1,False
mme-fe,1,False
p'têt,1,False
pumpkin,1,False
minotaures,1,False
pee-wee,1,False
thalys,1,False
tecktonick,1,False
jonqu,1,False
te-bi,1,False
res,1,False
patou,1,False
atletico,1,False
enfait,1,False
parechoc,1,False
oukhty,1,False
stu-pe,1,False
midi-midi,1,False
hauts-d'-seine,1,False
gué-dro,1,False
cri-ie,1,False
cocote,1,False
dibi,1,False
nègro,1,False
play-backs,1,False
p't-êt,1,False
kharai,1,False
ego-trip,1,False
eeny,1,False
poppins,1,False
goldwyn,1,False
payеra,1,False
velour,1,False
rajeul,1,False
youngin,1,False
inquiete,1,False
fedor,1,False
ia-kes-ki-ki,1,False
top-modèles,1,False
dahoni,1,False
papaoutai,1,False
cody,1,False
nessuno,1,False
raquettent,1,False
homeback,1,False
drummond,1,False
ens-g,1,False
vocalize,1,False
ex-poukis,1,False
locksés,1,False
cou-cou-cours,1,False
broly,1,False
djoba,1,False
féfés,1,False
fernandel,1,False
momostre,1,False
taqra,1,False
lacosté,1,False
fal,1,False
chichos,1,False
co-mer,1,False
crique-crique,1,False
carew,1,False
paraîtres,1,False
douaas,1,False
romanzo,1,False
ne-son,1,False
vet-sur,1,False
rappeuses,1,False
corría,1,False
bolt,1,False
t-shmi,1,False
coup-ci,1,False
jours-ci,1,False
hughze,1,False
mugen,1,False
shnoks,1,False
k-mer,1,False
aver,1,False
fractais,1,False
cellera,1,False
uchiwa,1,False
ché-per,1,False
ti-tire,1,False
québra,1,False
pétages,1,False
banka,1,False
crapulax,1,False
r'mercier,1,False
cocaïnée,1,False
starcky,1,False
r'gardé,1,False
feraits,1,False
porn,1,False
kainry,1,False
puch,1,False
ta-ta-tacler,1,False
bonduelle,1,False
despe,1,False
bugattise,1,False
crop-top,1,False
bla-bla-blagues,1,False
nachave,1,False
arriv'rais,1,False
loucedé,1,False
crims,1,False
petch,1,False
sinto,1,False
anti-blanchisseur,1,False
rrrrrk,1,False
gol-ri,1,False
bompaient,1,False
reu-frés,1,False
memoria,1,False
breaking,1,False
hed,1,False
ozo,1,False
geois-bour,1,False
maitriser,1,False
aceto,1,False
punta,1,False
par-terre,1,False
scar-las,1,False
jamás,1,False
wall-street,1,False
volare,1,False
particolare,1,False
nemesis,1,False
morbacs,1,False
batignolles,1,False
deux-cents,1,False
ahogarme,1,False
rabta,1,False
doggystyle,1,False
chroms,1,False
gataga,1,False
phones-tel,1,False
choure,1,False
king-kong,1,False
ganda,1,False
anti-héros,1,False
ysl,1,False
cain-fri,1,False
postichés,1,False
maría,1,False
tookie,1,False
séba,1,False
migrants,1,False
ciò,1,False
riiiit,1,False
alaoui,1,False
kway,1,False
ipupa,1,False
deja,1,False
mito,1,False
kaïra,1,False
ber-ger,1,False
sques-di,1,False
yeus,1,False
rassa,1,False
saccoche,1,False
moula-la-la-la-la,1,False
r'gagner,1,False
passe-crème,1,False
phili,1,False
xxème,1,False
gt-max,1,False
démos,1,False
ne-ski,1,False
hassoulou-loul,1,False
est-c'qu'ils,1,False
el-fna,1,False
dégénérés,1,False
zaâma,1,False
harden,1,False
mayday,1,False
paganne,1,False
macbessa,1,False
hurston,1,False
yassa,1,False
bratans,1,False
parango,1,False
odo-wow,1,False
freeman,1,False
ideias,1,False
fío,1,False
bioman,1,False
calote,1,False
nazione,1,False
hanout,1,False
éceuils,1,False
féca,1,False
tranquila,1,False
rrête,1,False
releux,1,False
hice,1,False
hysteria,1,False
batatas,1,False
sangue,1,False
loubouter,1,False
vr,1,False
sous-sous-sous-sous-sous,1,False
ceu-sa,1,False
emoção,1,False
paris-nord,1,False
goonies,1,False
jan-tana,1,False
xe-te,1,False
off-white,1,False
shabz,1,False
éh,1,False
merda,1,False
invece,1,False
ze-zer,1,False
ti-gen,1,False
ba-ase,1,False
ter-ma,1,False
keba,1,False
zahbi,1,False
claquette-survet,1,False
mèzère,1,False
r'baiser,1,False
sseu-fe,1,False
ladif,1,False
slr,1,False
frappade,1,False
fleetzy,1,False
raque-ba,1,False
cig,1,False
b-b-ben,1,False
bitchies,1,False
sub-zéro,1,False
égos,1,False
milli-millimètre,1,False
djezzy,1,False
lecques,1,False
kalach,1,False
sous-vide,1,False
thе,1,False
cupra,1,False
siempre,1,False
brazzagang,1,False
featera,1,False
boumediene,1,False
hundió,1,False
hiеr,1,False
panthers,1,False
dog,1,False
nqnt,1,False
loux-ja,1,False
pck,1,False
moina,1,False
src,1,False
pupupu,1,False
mehlich,1,False
oumi,1,False
harkos,1,False
dust,1,False
porte-couilles,1,False
stessa,1,False
because,1,False
sos-k,1,False
seyté,1,False
baffeuse,1,False
maldini,1,False
keumés,1,False
la-celle,1,False
farhane,1,False
garges-sarcelles,1,False
koryaz,1,False
keins,1,False
cheloue,1,False
ziguili-zone,1,False
mélie,1,False
market,1,False
joke,1,False
ouvre-le,1,False
obstinaient,1,False
tue-la,1,False
emojis,1,False
jenouya,1,False
omouk,1,False
marqu'rait,1,False
fistent,1,False
eglise,1,False
rubik,1,False
swaaah,1,False
starfoulilah,1,False
ze-zey,1,False
galerien,1,False
gts,1,False
thama,1,False
sniffeurs,1,False
six-o-nine,1,False
quando,1,False
dutrou,1,False
um,1,False
holidays,1,False
mbélis,1,False
professor,1,False
stoniar,1,False
chi-chi,1,False
taudits,1,False
soulait,1,False
assusta,1,False
esquive-les,1,False
traînе,1,False
lévent,1,False
slk,1,False
enna,1,False
spiteful,1,False
volè,1,False
talis,1,False
cassius,1,False
mirroir,1,False
mili-mili,1,False
ex-collègues,1,False
dinner,1,False
space-cake,1,False
tefal,1,False
mêler-ler-ler,1,False
haute-mer,1,False
arreglo,1,False
complace,1,False
comparin,1,False
ons,1,False
ik,1,False
gucciser,1,False
sup,1,False
banana,1,False
wiikiit,1,False
woooogataga,1,False
rents-p,1,False
stogo,1,False
ratpis,1,False
ce-chan,1,False
haaaa,1,False
ahhhhh,1,False
quille-tran,1,False
falta,1,False
griselda,1,False
spinners,1,False
mickael,1,False
rchi,1,False
happiness,1,False
rrra-ta-ta-ta,1,False
maitrise,1,False
batmans,1,False
cher-per,1,False
milla,1,False
kher,1,False
macias,1,False
iker,1,False
floco,1,False
gue-din,1,False
classе,1,False
rancho,1,False
gervais,1,False
plеure,1,False
wuh,1,False
do-donne,1,False
bajo,1,False
jouie,1,False
seine-st,1,False
shmetas,1,False
lache,1,False
noiche,1,False
locs,1,False
daytona,1,False
koya,1,False
deux-feuilles,1,False
brahima,1,False
kilojoules,1,False
mets-lui,1,False
plk,1,False
r'tiré,1,False
fhemtni,1,False
sister,1,False
tap-tap,1,False
guer-lan,1,False
rabzas,1,False
nunchak,1,False
wer,1,False
teubè,1,False
r'tiens,1,False
sta-ive,1,False
trau-matiser,1,False
bagguy,1,False
sèche-les,1,False
apres,1,False
soundiata,1,False
bohro,1,False
engrainage,1,False
ramificados,1,False
calles,1,False
salastr,1,False
gadé,1,False
cogno,1,False
dupér,1,False
tavares,1,False
porsherie,1,False
désintégrative,1,False
coméra,1,False
sson-boi,1,False
impressione,1,False
beefs,1,False
g-av,1,False
vondutch,1,False
bech,1,False
cordilheiras,1,False
técla,1,False
dites-lui,1,False
disquetteurs,1,False
papapa,1,False
matrixe,1,False
goves,1,False
you-v,1,False
chichas,1,False
oumbaâd,1,False
perdrent,1,False
justе,1,False
pa'lante,1,False
peuclis,1,False
sappeur,1,False
aumarey,1,False
hdess,1,False
dépos'rai,1,False
réti,1,False
acosta,1,False
hazard,1,False
wawa,1,False
gibson,1,False
pido,1,False
mеnottés,1,False
vié,1,False
yemek,1,False
xxxx,1,False
soco,1,False
lelbi,1,False
guettage,1,False
machakel,1,False
marabouté,1,False
umbro,1,False
veintinueve,1,False
a-compagner,1,False
ocean's,1,False
caprisun,1,False
bubble,1,False
souli,1,False
demandе,1,False
poukaves,1,False
quería,1,False
coche-sa,1,False
tchouper,1,False
náufragos,1,False
frontiére,1,False
rencoeur,1,False
barages,1,False
tweetent,1,False
âmago,1,False
rihrih,1,False
j-lo-ïde,1,False
mathusa,1,False
galsens,1,False
luz,1,False
immiscent,1,False
youni,1,False
ky-fun,1,False
menos,1,False
tar-pé,1,False
actifed,1,False
cha'ad,1,False
charolles,1,False
acquiesse,1,False
r'commandé,1,False
guest,1,False
têtes-à-têtes,1,False
re-déboule,1,False
r'présente,1,False
mohamedlucas,1,False
ruskove,1,False
surendetté,1,False
ptêtre,1,False
doe,1,False
yeah-eah-eah,1,False
faveaux,1,False
delanoé,1,False
seleçao,1,False
cadena,1,False
te-cla,1,False
tip-top,1,False
ndeye,1,False
chécker,1,False
casse-couillе,1,False
ih-ih,1,False
zoba,1,False
abusón,1,False
signore,1,False
teilles-bou,1,False
vazi,1,False
arabian,1,False
dickies,1,False
fiak,1,False
rue-rue,1,False
mange-pierre,1,False
planque-les,1,False
schoun,1,False
bigfloguo,1,False
ytem,1,False
deter,1,False
dziri,1,False
moneytime,1,False
cantinent,1,False
blesh,1,False
estos,1,False
nejau,1,False
prends-en,1,False
aimе,1,False
céu,1,False
clique'zer,1,False
skred,1,False
papin,1,False
abboies,1,False
digiuno,1,False
perçerais,1,False
paris-dakar,1,False
moboutou,1,False
pe-pro,1,False
cqui,1,False
heeeey,1,False
co-opté,1,False
smurfent,1,False
koschtowsky,1,False
makala,1,False
bendo-bendo,1,False
macarena,1,False
qd,1,False
guinté,1,False
fugees,1,False
mabe,1,False
lire-dé,1,False
half-moon,1,False
khanzed,1,False
verda,1,False
sse-schla,1,False
lpermis,1,False
tes-por,1,False
passe-lui,1,False
tékos,1,False
chicher,1,False
east,1,False
seria,1,False
a-b-c,1,False
throwin,1,False
ikbal,1,False
si-si,1,False
vier,1,False
ciеl,1,False
minchia,1,False
backwood,1,False
ahora,1,False
de-de-de-dems,1,False
charclent,1,False
rent-pa,1,False
ien-ch,1,False
amnesia,1,False
adidasisé,1,False
dmarmitte,1,False
bors,1,False
thadeub,1,False
su-sully,1,False
falches,1,False
qué-qué-qué-quette,1,False
zboub,1,False
fais-fais,1,False
gigantes,1,False
lachiez,1,False
roles,1,False
fragi-ile,1,False
ryders,1,False
si-sidi,1,False
farti,1,False
hnoucha,1,False
arrange-les,1,False
une-deux,1,False
te-ffri,1,False
syfilis,1,False
ston-ba,1,False
co-vaurien,1,False
regarde'zer,1,False
pala-ace,1,False
cheu-cheu,1,False
bobal,1,False
tchiki-paw,1,False
sappe,1,False
delinquance,1,False
bla-az,1,False
thceki,1,False
árvores,1,False
sеcoué,1,False
bien-sur,1,False
demás,1,False
auto-gère,1,False
wati-b,1,False
jell-o,1,False
anti-juif,1,False
keef,1,False
duala,1,False
monzas,1,False
nowmal,1,False
mou-woah,1,False
wolofs,1,False
gulliver,1,False
surcoté,1,False
bitcoins,1,False
supernovas,1,False
keita,1,False
bi-bi-biatch,1,False
snep,1,False
kishtas,1,False
ärsenik,1,False
dcause,1,False
zinga,1,False
octo-pussy,1,False
dbz,1,False
mojitos,1,False
neuf-trois,1,False
lasco,1,False
vеille,1,False
rabat-bat-bat,1,False
sidaction,1,False
carwash,1,False
vlad,1,False
tez-ma,1,False
lakour,1,False
vesti,1,False
cerrado,1,False
frenetik,1,False
glorify,1,False
rapelles,1,False
dzrie,1,False
alalalah,1,False
demon,1,False
nicoumouk,1,False
ran,1,False
frere,1,False
car-wash,1,False
ances,1,False
loved,1,False
quién,1,False
genn'-genn,1,False
boul,1,False
mondo,1,False
mi-michto,1,False
gangbanger,1,False
bolognaise,1,False
portoricaine,1,False
heavyweight,1,False
epéle,1,False
dе,1,False
reedz,1,False
peythieux,1,False
fuengirola,1,False
neuf-cinq,1,False
imagen,1,False
verali,1,False
r'ssenti,1,False
omme,1,False
shonen,1,False
milf,1,False
falli,1,False
sistes-gro,1,False
z'yeux,1,False
benalmádena,1,False
pillules,1,False
tempura,1,False
veganisme,1,False
saint-maur,1,False
nervous,1,False
ex-copine,1,False
ufc,1,False
djel,1,False
gueuch,1,False
